DATA,LOGIN,NOME_INDICADO,NUMERADOR,DENOMINADOR,GRUPO_AGENTE
2024-03-09,Agente_43,Nota de Qualidade,6,3,Grupo_3
2024-10-04,Agente_46,Nota de Qualidade,3,2,Grupo_2
2024-12-14,Agente_49,TMA,192,23,Grupo_0
2024-09-03,Agente_18,Nota de Qualidade,8,9,Grupo_4
2024-03-16,Agente_47,Nota de Qualidade,6,8,Grupo_2
2024-06-02,Agente_31,CSAT,60,62,Grupo_3
2024-05-23,Agente_14,CSAT,52,53,Grupo_4
2024-03-26,Agente_4,Nota de Qualidade,2,6,Grupo_1
2024-07-03,Agente_10,Nota de Qualidade,0,3,Grupo_3
2024-10-11,Agente_14,CSAT,42,50,Grupo_4
2024-08-07,Agente_28,TMA,964,45,Grupo_0
2024-03-09,Agente_49,TMA,850,83,Grupo_1
2024-02-16,Agente_44,TMA,365,64,Grupo_3
2024-04-03,Agente_3,TMA,1067,134,Grupo_0
2024-08-25,Agente_48,TMA,71,92,Grupo_1
2024-07-22,Agente_35,TMA,1115,161,Grupo_2
2024-08-05,Agente_47,TMA,1169,164,Grupo_0
2024-12-06,Agente_22,TMA,1016,28,Grupo_4
2024-02-08,Agente_14,CSAT,72,51,Grupo_3
2024-04-09,Agente_45,TMA,300,139,Grupo_1
2024-10-15,Agente_43,TMA,955,148,Grupo_0
2024-09-10,Agente_2,TMA,815,73,Grupo_2
2024-08-09,Agente_31,Nota de Qualidade,0,9,Grupo_3
2024-12-22,Agente_9,CSAT,25,11,Grupo_3
2024-01-23,Agente_39,CSAT,86,2,Grupo_0
2024-09-06,Agente_37,CSAT,82,93,Grupo_2
2024-01-10,Agente_21,TMA,1071,141,Grupo_1
2024-09-02,Agente_13,TMA,1163,120,Grupo_0
2024-11-20,Agente_16,Nota de Qualidade,4,5,Grupo_1
2024-04-09,Agente_20,CSAT,14,87,Grupo_3
2024-10-16,Agente_47,TMA,1068,35,Grupo_1
2024-06-28,Agente_14,CSAT,5,44,Grupo_2
2024-08-10,Agente_14,Nota de Qualidade,5,1,Grupo_4
2024-09-06,Agente_0,Nota de Qualidade,5,2,Grupo_2
2024-05-26,Agente_23,Nota de Qualidade,3,6,Grupo_1
2024-04-05,Agente_11,CSAT,34,76,Grupo_0
2024-09-13,Agente_9,TMA,491,130,Grupo_3
2024-11-20,Agente_45,TMA,1007,118,Grupo_4
2024-01-04,Agente_41,Nota de Qualidade,3,4,Grupo_0
2024-01-16,Agente_41,TMA,994,158,Grupo_0
2024-10-06,Agente_30,Nota de Qualidade,1,7,Grupo_2
2024-12-01,Agente_10,CSAT,82,97,Grupo_1
2024-09-03,Agente_15,Nota de Qualidade,8,5,Grupo_2
2024-09-14,Agente_8,CSAT,16,91,Grupo_1
2024-06-08,Agente_46,Nota de Qualidade,0,1,Grupo_2
2024-12-05,Agente_13,TMA,711,194,Grupo_0
2024-05-31,Agente_18,TMA,582,150,Grupo_3
2024-06-26,Agente_30,Nota de Qualidade,5,6,Grupo_1
2024-06-11,Agente_8,TMA,961,157,Grupo_4
2024-02-02,Agente_35,TMA,837,92,Grupo_4
2024-06-27,Agente_38,TMA,478,35,Grupo_0
2024-04-10,Agente_25,CSAT,70,37,Grupo_2
2024-09-24,Agente_7,TMA,451,142,Grupo_2
2024-11-18,Agente_23,CSAT,43,92,Grupo_0
2024-03-05,Agente_7,Nota de Qualidade,1,3,Grupo_4
2024-06-16,Agente_18,TMA,1058,126,Grupo_4
2024-11-25,Agente_46,TMA,302,45,Grupo_2
2024-02-12,Agente_47,TMA,1035,35,Grupo_1
2024-02-13,Agente_29,Nota de Qualidade,3,1,Grupo_3
2024-10-11,Agente_21,CSAT,57,26,Grupo_1
2024-01-12,Agente_8,CSAT,94,79,Grupo_4
2024-04-04,Agente_43,TMA,1071,137,Grupo_1
2024-10-28,Agente_47,Nota de Qualidade,8,4,Grupo_3
2024-09-09,Agente_3,Nota de Qualidade,3,6,Grupo_1
2024-08-29,Agente_36,Nota de Qualidade,7,5,Grupo_1
2024-02-04,Agente_7,Nota de Qualidade,7,1,Grupo_1
2024-08-02,Agente_0,Nota de Qualidade,3,1,Grupo_1
2024-12-02,Agente_27,CSAT,50,91,Grupo_0
2024-03-30,Agente_5,CSAT,54,33,Grupo_4
2024-09-20,Agente_46,CSAT,20,81,Grupo_3
2024-04-02,Agente_35,TMA,721,162,Grupo_4
2024-03-30,Agente_10,Nota de Qualidade,2,6,Grupo_0
2024-04-24,Agente_4,TMA,913,11,Grupo_0
2024-04-14,Agente_49,Nota de Qualidade,3,7,Grupo_0
2024-07-14,Agente_23,CSAT,31,22,Grupo_0
2024-11-09,Agente_46,TMA,916,64,Grupo_1
2024-04-23,Agente_17,CSAT,16,70,Grupo_4
2024-03-15,Agente_19,Nota de Qualidade,2,8,Grupo_2
2024-08-04,Agente_27,Nota de Qualidade,0,2,Grupo_3
2024-10-03,Agente_12,Nota de Qualidade,2,3,Grupo_0
2024-09-05,Agente_4,CSAT,54,61,Grupo_4
2024-06-12,Agente_29,Nota de Qualidade,7,9,Grupo_0
2024-12-22,Agente_0,CSAT,86,11,Grupo_0
2024-07-10,Agente_21,TMA,1002,143,Grupo_0
2024-08-14,Agente_17,Nota de Qualidade,1,1,Grupo_0
2024-06-25,Agente_45,Nota de Qualidade,2,9,Grupo_0
2024-04-08,Agente_4,Nota de Qualidade,6,2,Grupo_3
2024-02-05,Agente_30,TMA,521,90,Grupo_4
2024-04-05,Agente_5,Nota de Qualidade,1,3,Grupo_0
2024-05-31,Agente_26,CSAT,95,62,Grupo_0
2024-05-30,Agente_24,CSAT,53,92,Grupo_0
2024-07-08,Agente_28,Nota de Qualidade,8,8,Grupo_0
2024-08-11,Agente_27,Nota de Qualidade,9,9,Grupo_1
2024-02-06,Agente_15,TMA,227,159,Grupo_1
2024-09-24,Agente_11,TMA,723,47,Grupo_2
2024-07-01,Agente_19,TMA,440,50,Grupo_0
2024-01-13,Agente_17,Nota de Qualidade,8,3,Grupo_2
2024-10-05,Agente_33,TMA,957,101,Grupo_3
2024-08-04,Agente_22,TMA,923,71,Grupo_2
2024-12-20,Agente_44,CSAT,82,16,Grupo_4
2024-12-26,Agente_26,TMA,921,159,Grupo_1
2024-10-12,Agente_48,CSAT,13,56,Grupo_1
2024-09-29,Agente_16,CSAT,64,45,Grupo_0
2024-03-02,Agente_47,TMA,369,95,Grupo_0
2024-03-24,Agente_20,CSAT,45,33,Grupo_3
2024-08-04,Agente_49,Nota de Qualidade,1,9,Grupo_3
2024-12-07,Agente_39,Nota de Qualidade,5,8,Grupo_4
2024-07-05,Agente_30,TMA,932,178,Grupo_0
2024-01-19,Agente_2,Nota de Qualidade,3,7,Grupo_0
2024-06-25,Agente_16,CSAT,84,71,Grupo_3
2024-04-09,Agente_49,Nota de Qualidade,3,1,Grupo_3
2024-08-20,Agente_25,TMA,794,163,Grupo_3
2024-03-16,Agente_22,TMA,602,108,Grupo_1
2024-09-21,Agente_5,CSAT,72,69,Grupo_2
2024-10-10,Agente_27,TMA,643,30,Grupo_2
2024-07-24,Agente_7,Nota de Qualidade,2,2,Grupo_0
2024-08-10,Agente_44,TMA,883,165,Grupo_1
2024-02-21,Agente_7,CSAT,81,78,Grupo_3
2024-12-04,Agente_18,TMA,499,46,Grupo_0
2024-05-23,Agente_37,Nota de Qualidade,7,5,Grupo_1
2024-03-09,Agente_28,CSAT,64,60,Grupo_4
2024-04-08,Agente_22,Nota de Qualidade,1,6,Grupo_1
2024-01-25,Agente_46,CSAT,18,56,Grupo_0
2024-02-22,Agente_31,TMA,446,165,Grupo_2
2024-05-30,Agente_9,CSAT,89,87,Grupo_3
2024-05-23,Agente_26,CSAT,93,72,Grupo_4
2024-02-26,Agente_48,TMA,159,38,Grupo_1
2024-02-08,Agente_0,Nota de Qualidade,8,6,Grupo_0
2024-04-18,Agente_38,TMA,553,106,Grupo_0
2024-06-29,Agente_28,CSAT,70,23,Grupo_3
2024-02-11,Agente_44,TMA,906,88,Grupo_0
2024-07-04,Agente_2,CSAT,39,98,Grupo_0
2024-08-10,Agente_46,TMA,585,38,Grupo_3
2024-05-01,Agente_36,TMA,536,96,Grupo_4
2024-05-12,Agente_30,Nota de Qualidade,9,7,Grupo_2
2024-06-11,Agente_10,CSAT,3,12,Grupo_2
2024-08-02,Agente_21,Nota de Qualidade,9,2,Grupo_1
2024-08-08,Agente_17,CSAT,3,84,Grupo_4
2024-08-22,Agente_34,TMA,919,15,Grupo_1
2024-11-26,Agente_5,CSAT,13,35,Grupo_2
2024-05-25,Agente_2,Nota de Qualidade,9,1,Grupo_3
2024-08-26,Agente_4,Nota de Qualidade,2,9,Grupo_0
2024-03-16,Agente_8,Nota de Qualidade,0,8,Grupo_2
2024-01-09,Agente_27,CSAT,17,35,Grupo_4
2024-03-14,Agente_18,Nota de Qualidade,6,2,Grupo_2
2024-09-09,Agente_27,Nota de Qualidade,3,9,Grupo_4
2024-08-17,Agente_26,Nota de Qualidade,5,4,Grupo_4
2024-01-07,Agente_12,TMA,185,66,Grupo_4
2024-06-22,Agente_37,TMA,570,34,Grupo_1
2024-05-20,Agente_42,CSAT,29,82,Grupo_3
2024-06-16,Agente_20,CSAT,6,27,Grupo_2
2024-06-18,Agente_26,Nota de Qualidade,4,8,Grupo_3
2024-10-09,Agente_45,TMA,441,39,Grupo_0
2024-05-01,Agente_5,Nota de Qualidade,3,4,Grupo_2
2024-07-12,Agente_37,Nota de Qualidade,7,3,Grupo_3
2024-01-05,Agente_48,TMA,1122,33,Grupo_3
2024-01-29,Agente_10,TMA,835,52,Grupo_0
2024-06-13,Agente_46,TMA,399,178,Grupo_4
2024-12-04,Agente_40,CSAT,46,26,Grupo_2
2024-05-15,Agente_16,CSAT,51,88,Grupo_2
2024-12-30,Agente_38,Nota de Qualidade,5,5,Grupo_0
2024-11-16,Agente_6,CSAT,14,36,Grupo_4
2024-12-07,Agente_29,TMA,1184,72,Grupo_2
2024-05-24,Agente_20,TMA,534,186,Grupo_2
2024-11-22,Agente_0,CSAT,54,72,Grupo_2
2024-08-04,Agente_24,Nota de Qualidade,8,3,Grupo_4
2024-10-27,Agente_31,Nota de Qualidade,8,5,Grupo_0
2024-05-11,Agente_7,CSAT,9,97,Grupo_2
2024-10-18,Agente_4,Nota de Qualidade,8,9,Grupo_3
2024-03-10,Agente_29,Nota de Qualidade,5,8,Grupo_4
2024-09-08,Agente_7,Nota de Qualidade,3,5,Grupo_1
2024-10-01,Agente_48,TMA,1024,96,Grupo_0
2024-12-29,Agente_18,TMA,418,192,Grupo_3
2024-06-30,Agente_43,CSAT,68,72,Grupo_2
2024-06-15,Agente_29,TMA,1036,138,Grupo_1
2024-03-31,Agente_14,Nota de Qualidade,5,2,Grupo_0
2024-07-20,Agente_35,TMA,967,172,Grupo_4
2024-12-11,Agente_43,CSAT,77,82,Grupo_1
2024-01-19,Agente_26,TMA,1029,170,Grupo_1
2024-02-08,Agente_12,Nota de Qualidade,2,2,Grupo_3
2024-05-05,Agente_13,Nota de Qualidade,8,8,Grupo_0
2024-06-21,Agente_36,CSAT,34,85,Grupo_3
2024-05-20,Agente_47,TMA,248,53,Grupo_3
2024-08-29,Agente_29,TMA,454,159,Grupo_2
2024-08-07,Agente_38,TMA,912,91,Grupo_4
2024-05-05,Agente_46,Nota de Qualidade,9,8,Grupo_1
2024-02-27,Agente_12,CSAT,93,63,Grupo_0
2024-05-27,Agente_15,TMA,296,42,Grupo_4
2024-11-12,Agente_43,Nota de Qualidade,4,2,Grupo_4
2024-12-26,Agente_6,Nota de Qualidade,1,9,Grupo_0
2024-01-01,Agente_47,Nota de Qualidade,9,7,Grupo_4
2024-12-13,Agente_26,TMA,273,38,Grupo_2
2024-07-08,Agente_44,TMA,777,27,Grupo_4
2024-07-09,Agente_34,TMA,1094,112,Grupo_2
2024-11-07,Agente_14,TMA,1130,12,Grupo_1
2024-04-26,Agente_27,TMA,497,81,Grupo_1
2024-05-13,Agente_34,TMA,730,145,Grupo_3
2024-02-27,Agente_6,TMA,1105,133,Grupo_2
2024-02-13,Agente_49,TMA,448,144,Grupo_1
2024-06-21,Agente_45,TMA,591,86,Grupo_4
2024-06-08,Agente_49,Nota de Qualidade,1,3,Grupo_0
2024-06-21,Agente_45,TMA,416,154,Grupo_0
2024-11-12,Agente_19,CSAT,91,47,Grupo_2
2024-10-29,Agente_31,Nota de Qualidade,4,8,Grupo_3
2024-05-28,Agente_37,TMA,1117,187,Grupo_4
2024-03-20,Agente_39,CSAT,41,33,Grupo_2
2024-07-31,Agente_31,TMA,182,36,Grupo_0
2024-07-21,Agente_25,CSAT,77,59,Grupo_2
2024-09-08,Agente_38,CSAT,18,76,Grupo_4
2024-08-16,Agente_19,CSAT,2,71,Grupo_1
2024-06-12,Agente_17,CSAT,98,25,Grupo_4
2024-08-14,Agente_49,Nota de Qualidade,0,3,Grupo_1
2024-05-26,Agente_14,Nota de Qualidade,2,7,Grupo_1
2024-01-20,Agente_21,CSAT,10,59,Grupo_1
2024-02-16,Agente_21,TMA,733,112,Grupo_2
2024-08-20,Agente_20,CSAT,6,44,Grupo_0
2024-10-31,Agente_1,Nota de Qualidade,6,2,Grupo_2
2024-01-14,Agente_39,TMA,594,111,Grupo_0
2024-05-22,Agente_42,Nota de Qualidade,9,4,Grupo_4
2024-01-01,Agente_17,Nota de Qualidade,4,8,Grupo_3
2024-02-23,Agente_22,TMA,928,11,Grupo_4
2024-09-15,Agente_12,CSAT,21,70,Grupo_2
2024-05-23,Agente_40,CSAT,35,24,Grupo_2
2024-01-12,Agente_8,CSAT,11,81,Grupo_0
2024-11-25,Agente_48,CSAT,21,83,Grupo_2
2024-08-11,Agente_6,TMA,775,133,Grupo_1
2024-09-28,Agente_40,TMA,560,90,Grupo_2
2024-12-23,Agente_0,TMA,466,83,Grupo_0
2024-06-04,Agente_1,Nota de Qualidade,2,4,Grupo_0
2024-01-08,Agente_3,TMA,945,65,Grupo_1
2024-05-01,Agente_13,CSAT,44,68,Grupo_0
2024-12-13,Agente_31,Nota de Qualidade,8,8,Grupo_3
2024-06-12,Agente_35,CSAT,57,10,Grupo_4
2024-03-30,Agente_1,CSAT,21,71,Grupo_2
2024-05-15,Agente_39,TMA,595,105,Grupo_3
2024-07-04,Agente_49,TMA,1040,198,Grupo_2
2024-11-11,Agente_13,CSAT,6,72,Grupo_3
2024-06-26,Agente_19,CSAT,37,21,Grupo_2
2024-01-28,Agente_24,Nota de Qualidade,7,9,Grupo_1
2024-08-07,Agente_41,TMA,599,101,Grupo_0
2024-12-22,Agente_48,Nota de Qualidade,5,4,Grupo_0
2024-02-10,Agente_7,Nota de Qualidade,3,9,Grupo_1
2024-08-15,Agente_27,Nota de Qualidade,3,8,Grupo_3
2024-07-10,Agente_45,CSAT,40,37,Grupo_4
2024-05-24,Agente_20,Nota de Qualidade,5,3,Grupo_3
2024-07-19,Agente_22,Nota de Qualidade,4,5,Grupo_0
2024-07-30,Agente_31,CSAT,30,62,Grupo_4
2024-08-07,Agente_7,TMA,717,99,Grupo_2
2024-08-27,Agente_30,TMA,1089,146,Grupo_4
2024-02-15,Agente_36,Nota de Qualidade,6,8,Grupo_3
2024-02-04,Agente_15,CSAT,1,29,Grupo_1
2024-09-09,Agente_39,TMA,425,130,Grupo_2
2024-03-22,Agente_41,Nota de Qualidade,2,5,Grupo_3
2024-09-12,Agente_26,Nota de Qualidade,6,4,Grupo_2
2024-07-15,Agente_39,CSAT,6,56,Grupo_4
2024-10-29,Agente_40,Nota de Qualidade,9,4,Grupo_0
2024-01-10,Agente_17,TMA,330,62,Grupo_3
2024-11-07,Agente_34,CSAT,42,83,Grupo_1
2024-10-12,Agente_48,TMA,528,129,Grupo_4
2024-08-29,Agente_14,TMA,606,23,Grupo_3
2024-09-07,Agente_26,TMA,664,131,Grupo_1
2024-12-30,Agente_16,Nota de Qualidade,0,2,Grupo_3
2024-01-05,Agente_39,Nota de Qualidade,2,1,Grupo_4
2024-04-28,Agente_1,TMA,696,36,Grupo_3
2024-10-15,Agente_48,TMA,635,69,Grupo_2
2024-03-05,Agente_49,CSAT,90,89,Grupo_4
2024-05-25,Agente_30,CSAT,40,21,Grupo_3
2024-08-11,Agente_36,Nota de Qualidade,3,5,Grupo_0
2024-08-26,Agente_40,Nota de Qualidade,3,5,Grupo_3
2024-06-25,Agente_40,CSAT,86,11,Grupo_2
2024-09-23,Agente_33,TMA,595,128,Grupo_1
2024-12-06,Agente_33,Nota de Qualidade,8,5,Grupo_1
2024-10-08,Agente_2,TMA,913,136,Grupo_1
2024-03-03,Agente_16,CSAT,23,15,Grupo_0
2024-08-04,Agente_13,Nota de Qualidade,4,9,Grupo_2
2024-12-07,Agente_13,Nota de Qualidade,3,8,Grupo_4
2024-11-10,Agente_45,CSAT,43,30,Grupo_1
2024-10-09,Agente_37,Nota de Qualidade,2,5,Grupo_2
2024-06-25,Agente_34,CSAT,62,92,Grupo_3
2024-04-07,Agente_0,Nota de Qualidade,6,1,Grupo_0
2024-04-14,Agente_47,CSAT,11,18,Grupo_2
2024-04-08,Agente_28,Nota de Qualidade,6,3,Grupo_2
2024-11-06,Agente_3,TMA,686,24,Grupo_4
2024-01-06,Agente_32,TMA,593,127,Grupo_2
2024-07-15,Agente_16,TMA,940,104,Grupo_4
2024-12-16,Agente_27,Nota de Qualidade,0,6,Grupo_0
2024-05-12,Agente_49,Nota de Qualidade,6,9,Grupo_0
2024-12-23,Agente_25,TMA,629,117,Grupo_3
2024-09-15,Agente_7,TMA,1102,118,Grupo_4
2024-01-23,Agente_33,CSAT,12,32,Grupo_4
2024-02-22,Agente_17,CSAT,99,9,Grupo_1
2024-06-13,Agente_30,CSAT,48,37,Grupo_1
2024-07-20,Agente_26,TMA,858,168,Grupo_3
2024-03-23,Agente_15,TMA,1142,192,Grupo_0
2024-05-24,Agente_9,TMA,718,139,Grupo_1
2024-03-25,Agente_39,CSAT,44,96,Grupo_2
2024-03-18,Agente_11,Nota de Qualidade,1,1,Grupo_0
2024-01-01,Agente_21,TMA,702,100,Grupo_2
2024-02-20,Agente_15,Nota de Qualidade,6,1,Grupo_4
2024-06-21,Agente_11,Nota de Qualidade,8,2,Grupo_0
2024-07-23,Agente_10,Nota de Qualidade,7,4,Grupo_3
2024-09-16,Agente_19,CSAT,30,72,Grupo_4
2024-10-14,Agente_0,Nota de Qualidade,6,2,Grupo_4
2024-02-03,Agente_26,TMA,60,119,Grupo_2
2024-12-13,Agente_2,CSAT,81,19,Grupo_4
2024-04-04,Agente_11,TMA,953,73,Grupo_1
2024-03-12,Agente_29,TMA,815,62,Grupo_0
2024-02-08,Agente_8,CSAT,5,17,Grupo_1
2024-06-02,Agente_36,TMA,945,82,Grupo_2
2024-09-06,Agente_0,TMA,1010,100,Grupo_2
2024-06-10,Agente_41,CSAT,99,6,Grupo_0
2024-04-27,Agente_48,TMA,936,49,Grupo_4
2024-09-15,Agente_3,Nota de Qualidade,4,2,Grupo_3
2024-11-01,Agente_14,TMA,196,20,Grupo_2
2024-09-24,Agente_26,Nota de Qualidade,3,4,Grupo_0
2024-02-23,Agente_7,TMA,614,67,Grupo_3
2024-08-23,Agente_22,CSAT,77,26,Grupo_4
2024-08-09,Agente_14,CSAT,37,94,Grupo_2
2024-09-07,Agente_26,TMA,1119,192,Grupo_0
2024-11-08,Agente_30,CSAT,5,3,Grupo_0
2024-04-21,Agente_38,TMA,951,195,Grupo_0
2024-09-11,Agente_46,CSAT,57,18,Grupo_2
2024-10-29,Agente_7,Nota de Qualidade,6,7,Grupo_3
2024-07-25,Agente_29,TMA,443,45,Grupo_0
2024-08-16,Agente_41,Nota de Qualidade,5,1,Grupo_4
2024-12-06,Agente_17,Nota de Qualidade,1,6,Grupo_0
2024-03-06,Agente_3,TMA,221,53,Grupo_3
2024-03-15,Agente_46,Nota de Qualidade,3,4,Grupo_2
2024-04-12,Agente_42,TMA,852,83,Grupo_0
2024-07-10,Agente_21,Nota de Qualidade,6,7,Grupo_0
2024-09-08,Agente_2,TMA,199,148,Grupo_4
2024-08-13,Agente_14,TMA,294,12,Grupo_4
2024-10-20,Agente_34,CSAT,21,4,Grupo_0
2024-11-01,Agente_46,TMA,963,23,Grupo_0
2024-04-07,Agente_37,TMA,329,25,Grupo_4
2024-12-03,Agente_32,Nota de Qualidade,3,3,Grupo_3
2024-10-12,Agente_13,TMA,967,102,Grupo_1
2024-11-30,Agente_47,CSAT,4,42,Grupo_1
2024-12-12,Agente_0,Nota de Qualidade,9,1,Grupo_0
2024-11-03,Agente_48,Nota de Qualidade,7,8,Grupo_4
2024-09-05,Agente_25,CSAT,93,10,Grupo_2
2024-06-14,Agente_7,Nota de Qualidade,3,9,Grupo_2
2024-11-30,Agente_49,Nota de Qualidade,9,3,Grupo_1
2024-01-30,Agente_15,Nota de Qualidade,6,6,Grupo_3
2024-09-03,Agente_37,Nota de Qualidade,8,4,Grupo_1
2024-04-15,Agente_9,CSAT,67,24,Grupo_0
2024-02-20,Agente_41,CSAT,18,75,Grupo_3
2024-03-21,Agente_36,Nota de Qualidade,7,8,Grupo_2
2024-05-12,Agente_25,Nota de Qualidade,6,7,Grupo_4
2024-10-11,Agente_27,CSAT,17,12,Grupo_4
2024-05-17,Agente_11,CSAT,13,82,Grupo_0
2024-07-02,Agente_19,CSAT,60,12,Grupo_1
2024-11-25,Agente_48,Nota de Qualidade,7,6,Grupo_0
2024-09-29,Agente_13,Nota de Qualidade,7,3,Grupo_4
2024-12-05,Agente_45,TMA,92,127,Grupo_2
2024-03-09,Agente_34,CSAT,79,50,Grupo_4
2024-02-03,Agente_28,Nota de Qualidade,8,5,Grupo_3
2024-09-18,Agente_11,CSAT,52,13,Grupo_4
2024-02-22,Agente_17,Nota de Qualidade,9,8,Grupo_4
2024-07-23,Agente_43,CSAT,2,64,Grupo_3
2024-05-05,Agente_1,Nota de Qualidade,9,4,Grupo_1
2024-08-22,Agente_1,TMA,1087,182,Grupo_4
2024-02-12,Agente_16,TMA,430,45,Grupo_0
2024-08-27,Agente_9,CSAT,22,19,Grupo_4
2024-04-20,Agente_17,Nota de Qualidade,7,8,Grupo_0
2024-09-05,Agente_21,Nota de Qualidade,9,2,Grupo_3
2024-05-30,Agente_18,CSAT,35,24,Grupo_4
2024-07-01,Agente_0,Nota de Qualidade,0,1,Grupo_3
2024-12-01,Agente_23,CSAT,63,62,Grupo_3
2024-04-04,Agente_35,Nota de Qualidade,3,2,Grupo_1
2024-01-08,Agente_24,CSAT,15,17,Grupo_4
2024-12-25,Agente_35,Nota de Qualidade,7,2,Grupo_0
2024-07-02,Agente_30,CSAT,67,99,Grupo_0
2024-10-07,Agente_30,Nota de Qualidade,1,8,Grupo_4
2024-07-13,Agente_1,TMA,538,147,Grupo_1
2024-12-17,Agente_18,Nota de Qualidade,4,9,Grupo_1
2024-07-13,Agente_11,CSAT,50,69,Grupo_1
2024-06-03,Agente_9,TMA,329,121,Grupo_0
2024-04-02,Agente_30,Nota de Qualidade,5,9,Grupo_3
2024-06-08,Agente_44,TMA,637,91,Grupo_1
2024-03-01,Agente_21,Nota de Qualidade,4,5,Grupo_0
2024-05-01,Agente_22,TMA,816,81,Grupo_0
2024-02-20,Agente_22,CSAT,48,90,Grupo_3
2024-10-03,Agente_14,Nota de Qualidade,4,1,Grupo_4
2024-01-05,Agente_25,Nota de Qualidade,3,1,Grupo_4
2024-04-01,Agente_2,CSAT,21,70,Grupo_1
2024-06-18,Agente_22,TMA,855,97,Grupo_1
2024-11-12,Agente_19,CSAT,3,66,Grupo_3
2024-01-22,Agente_44,CSAT,76,49,Grupo_1
2024-11-21,Agente_39,TMA,955,148,Grupo_3
2024-01-01,Agente_38,CSAT,34,39,Grupo_0
2024-05-12,Agente_7,Nota de Qualidade,9,8,Grupo_1
2024-08-20,Agente_17,Nota de Qualidade,4,7,Grupo_0
2024-01-12,Agente_40,Nota de Qualidade,1,4,Grupo_2
2024-12-11,Agente_5,CSAT,53,28,Grupo_3
2024-02-15,Agente_26,Nota de Qualidade,4,6,Grupo_2
2024-02-03,Agente_35,Nota de Qualidade,1,7,Grupo_1
2024-03-18,Agente_14,Nota de Qualidade,7,9,Grupo_0
2024-08-05,Agente_36,Nota de Qualidade,5,7,Grupo_1
2024-10-27,Agente_4,Nota de Qualidade,0,9,Grupo_2
2024-03-13,Agente_38,Nota de Qualidade,5,4,Grupo_1
2024-10-08,Agente_8,CSAT,73,73,Grupo_4
2024-09-05,Agente_6,Nota de Qualidade,0,2,Grupo_2
2024-02-16,Agente_40,Nota de Qualidade,2,1,Grupo_1
2024-04-30,Agente_19,TMA,379,57,Grupo_0
2024-08-01,Agente_9,CSAT,15,50,Grupo_1
2024-08-26,Agente_25,CSAT,22,26,Grupo_0
2024-02-25,Agente_3,CSAT,53,44,Grupo_4
2024-12-15,Agente_37,CSAT,36,9,Grupo_1
2024-04-16,Agente_23,Nota de Qualidade,9,9,Grupo_4
2024-11-14,Agente_13,Nota de Qualidade,1,9,Grupo_2
2024-02-17,Agente_40,TMA,1198,52,Grupo_0
2024-03-01,Agente_0,TMA,974,133,Grupo_2
2024-12-02,Agente_16,CSAT,10,78,Grupo_0
2024-01-26,Agente_44,TMA,106,72,Grupo_4
2024-10-18,Agente_23,TMA,962,103,Grupo_3
2024-09-13,Agente_26,CSAT,30,88,Grupo_1
2024-01-08,Agente_6,CSAT,54,25,Grupo_4
2024-04-22,Agente_8,TMA,515,39,Grupo_0
2024-12-20,Agente_42,Nota de Qualidade,3,2,Grupo_0
2024-09-09,Agente_34,TMA,315,187,Grupo_0
2024-06-28,Agente_11,TMA,567,171,Grupo_0
2024-07-25,Agente_20,Nota de Qualidade,4,6,Grupo_1
2024-10-29,Agente_2,Nota de Qualidade,0,8,Grupo_2
2024-05-06,Agente_14,CSAT,49,37,Grupo_3
2024-02-25,Agente_20,CSAT,74,19,Grupo_1
2024-08-01,Agente_9,TMA,689,10,Grupo_0
2024-01-14,Agente_32,Nota de Qualidade,0,8,Grupo_1
2024-01-28,Agente_45,CSAT,54,80,Grupo_4
2024-03-18,Agente_5,TMA,821,180,Grupo_0
2024-08-03,Agente_1,Nota de Qualidade,2,8,Grupo_3
2024-12-30,Agente_28,TMA,678,152,Grupo_0
2024-06-02,Agente_39,CSAT,7,94,Grupo_3
2024-01-14,Agente_32,CSAT,13,97,Grupo_3
2024-07-05,Agente_3,Nota de Qualidade,9,7,Grupo_2
2024-11-07,Agente_3,TMA,1095,11,Grupo_2
2024-01-07,Agente_28,Nota de Qualidade,1,5,Grupo_1
2024-01-03,Agente_36,CSAT,6,91,Grupo_1
2024-04-20,Agente_19,CSAT,11,84,Grupo_3
2024-08-25,Agente_40,TMA,1140,87,Grupo_0
2024-12-28,Agente_22,TMA,292,32,Grupo_4
2024-08-26,Agente_44,TMA,1113,120,Grupo_4
2024-09-30,Agente_17,Nota de Qualidade,9,4,Grupo_0
2024-10-20,Agente_48,TMA,115,19,Grupo_0
2024-08-14,Agente_24,TMA,206,117,Grupo_2
2024-01-15,Agente_0,CSAT,86,59,Grupo_4
2024-07-10,Agente_14,CSAT,43,59,Grupo_3
2024-04-28,Agente_33,TMA,795,93,Grupo_1
2024-01-28,Agente_47,TMA,683,150,Grupo_2
2024-07-20,Agente_19,CSAT,66,12,Grupo_4
2024-02-08,Agente_36,TMA,920,192,Grupo_0
2024-09-29,Agente_26,Nota de Qualidade,8,4,Grupo_4
2024-08-18,Agente_21,Nota de Qualidade,1,6,Grupo_3
2024-03-26,Agente_4,Nota de Qualidade,5,9,Grupo_2
2024-05-05,Agente_33,TMA,175,129,Grupo_0
2024-10-26,Agente_38,CSAT,13,93,Grupo_3
2024-01-25,Agente_2,TMA,350,187,Grupo_1
